Date,BlockShape,Color,Region,QuantitySold,Revenue
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,41.17
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,5.08
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,0.57
2020-01-01,T,Red,East,0.0,0.41
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,South,0.0,0.25
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,2.56
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,T,Red,West,0.0,19.46
2020-01-01,T,Red,East,0.0,5.17
2020-01-01,I,Purple,West,0.0,18.64
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,North,0.0,27.08
2020-01-01,T,Red,South,0.0,10.33
2020-01-01,I,Purple,North,0.0,0.51
2020-01-01,T,Red,West,0.0,5.67
2020-01-01,I,Purple,West,0.0,18.6
2020-01-01,I,Purple,South,0.0,0.85
2020-01-01,T,Red,West,0.0,2.23
2020-01-01,I,Purple,East,0.0,0.68
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,South,0.0,1.04
2020-01-01,T,Red,East,0.0,0.49
2020-01-01,I,Purple,East,0.0,11.11
2020-01-01,T,Red,South,0.0,15.0
2020-01-01,I,Purple,North,0.0,5.33
2020-01-01,T,Red,West,0.0,0.64
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,North,0.0,2.33
2020-01-01,I,Purple,North,0.0,0.08
2020-01-01,I,Purple,East,0.0,1.26
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,T,Red,North,0.0,2.79
2020-01-01,T,Red,South,0.0,67.61
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,T,Red,South,0.0,15.72
2020-01-01,T,Red,North,0.0,0.25
2020-01-01,T,Red,West,0.0,72.21000000000001
2020-01-01,T,Red,West,0.0,1.17
2020-01-01,I,Purple,North,0.0,0.66
2020-01-01,I,Purple,East,0.0,0.51
2020-01-01,I,Purple,East,0.0,4.3
2020-01-01,I,Purple,East,0.0,7.0600000000000005
2020-01-01,T,Red,North,0.0,0.24
2020-01-01,I,Purple,West,0.0,0.85
2020-01-01,I,Purple,West,0.0,1.39
2020-01-01,I,Purple,East,0.0,0.85
2020-01-01,I,Purple,East,0.0,0.34
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,I,Purple,East,0.0,0.73
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,I,Purple,West,0.0,9.76
2020-01-01,I,Purple,North,0.0,14.41
2020-01-01,I,Purple,North,0.0,3.85
2020-01-01,L,Blue,North,17.0,2315.0
2020-01-01,I,Purple,West,0.0,1.32
2020-01-01,T,Red,East,0.0,36.97
2020-01-01,T,Red,North,0.0,7.0
2020-01-01,T,Red,South,0.0,1.46
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,0.16
2020-01-01,T,Red,South,0.0,0.98
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,L,Blue,West,1.0,198.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,I,Purple,East,0.0,2.33
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,L,Blue,East,1.0,160.0
2020-01-01,T,Red,West,0.0,0.25
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,West,0.0,0.73
2020-01-01,I,Purple,East,0.0,3.05
2020-01-01,I,Purple,South,0.0,3.81
2020-01-01,I,Purple,East,0.0,0.88
2020-01-01,I,Purple,South,0.0,0.85
2020-01-01,I,Purple,North,0.0,0.16
2020-01-01,T,Red,East,0.0,0.08
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,T,Red,West,0.0,3.32
2020-01-01,T,Red,South,0.0,1.16
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,South,0.0,11.51
2020-01-01,T,Red,North,0.0,16.009999999999998
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,T,Red,South,0.0,61.69
2020-01-01,I,Purple,West,0.0,6.58
2020-01-01,I,Purple,West,0.0,4.93
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,I,Purple,South,0.0,0.41
2020-01-01,L,Blue,South,14.0,1910.58
2020-01-01,T,Red,North,0.0,5.87
2020-01-01,T,Red,West,0.0,0.17
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,8.0
2020-01-01,T,Red,South,0.0,6.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,15.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,5.32
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,7.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,L,Blue,West,0.0,0.17
2020-01-01,L,Blue,North,0.0,0.83
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,9.45
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,I,Purple,East,0.0,7.859999999999999
2020-01-01,I,Purple,West,0.0,0.16
2020-01-01,I,Purple,East,0.0,0.48
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,I,Purple,East,0.0,12.17
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,East,0.0,16.77
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,2.05
2020-01-01,T,Red,North,0.0,8.0
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,South,0.0,19.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.01
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,7.0
2020-01-01,T,Red,North,0.0,6.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,9.36
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,West,0.0,15.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,10.0
2020-01-01,I,Purple,South,0.0,0.32
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,28.54
2020-01-01,I,Purple,East,0.0,1.51
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,I,Purple,South,0.0,0.33
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,15.14
2020-01-01,T,Red,West,0.0,38.97
2020-01-01,T,Red,East,0.0,9.24
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,I,Purple,North,0.0,2.0
2020-01-01,T,Red,East,0.0,2.08
2020-01-01,T,Red,North,0.0,26.35
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,West,0.0,1.72
2020-01-01,L,Blue,West,0.0,3.0
2020-01-01,L,Blue,North,0.0,4.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,17.0
2020-01-01,T,Red,East,0.0,15.16
2020-01-01,T,Red,East,0.0,15.83
2020-01-01,I,Purple,South,0.0,4.05
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,I,Purple,West,0.0,3.22
2020-01-01,I,Purple,South,0.0,1.83
2020-01-01,T,Red,South,0.0,1.08
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,West,0.0,3.0
2020-01-01,T,Red,South,0.0,3.92
2020-01-01,T,Red,East,0.0,2.6
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,0.34
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,I,Purple,East,0.0,1.52
2020-01-01,T,Red,East,0.0,8.03
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,East,0.0,26.5
2020-01-01,T,Red,North,0.0,9.89
2020-01-01,T,Red,East,0.0,12.16
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,4.33
2020-01-01,T,Red,North,0.0,9.0
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,South,0.0,0.76
2020-01-01,T,Red,South,0.0,7.51
2020-01-01,I,Purple,South,0.0,8.09
2020-01-01,I,Purple,North,0.0,2.0
2020-01-01,T,Red,North,0.0,9.46
2020-01-01,T,Red,North,0.0,15.93
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,L,Blue,West,0.0,6.0
2020-01-01,T,Red,South,0.0,10.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.08
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,I,Purple,South,0.0,1.51
2020-01-01,I,Purple,West,0.0,0.8
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,I,Purple,East,0.0,0.68
2020-01-01,I,Purple,North,0.0,0.34
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,I,Purple,East,0.0,1.02
2020-01-01,T,Red,East,0.0,0.0
2020-01-01,I,Purple,South,0.0,0.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,T,Red,West,0.0,0.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,1.9
2020-01-01,T,Red,East,0.0,0.34
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,South,0.0,0.51
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,East,0.0,1.13
2020-01-01,I,Purple,East,0.0,0.5
2020-01-01,T,Red,North,0.0,1.48
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,-1.0,-1.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,I,Purple,West,0.0,1.0
2020-01-01,L,Blue,West,0.0,1.0
2020-01-01,L,Blue,South,0.0,5.0
2020-01-01,L,Blue,East,0.0,1.0
2020-01-01,L,Blue,South,0.0,2.0
2020-01-01,L,Blue,West,0.0,1.0
2020-01-01,L,Blue,North,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,I,Purple,East,0.0,3.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,L,Blue,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,L,Blue,South,0.0,1.0
2020-01-01,T,Red,North,0.0,7.0
2020-01-01,T,Red,South,0.0,11.24
2020-01-01,T,Red,North,0.0,4.08
2020-01-01,T,Red,West,0.0,3.54
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,South,0.0,11.22
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,West,0.0,0.08
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.6600000000000001
2020-01-01,L,Blue,West,0.0,3.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,12.0
2020-01-01,T,Red,East,0.0,7.0
2020-01-01,T,Red,East,0.0,17.99
2020-01-01,L,Blue,West,0.0,8.0
2020-01-01,T,Red,East,0.0,7.49
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,East,0.0,1.0
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,L,Blue,East,0.0,6.0
2020-01-01,L,Blue,North,0.0,1.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,I,Purple,East,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.34
2020-01-01,I,Purple,West,0.0,4.07
2020-01-01,I,Purple,North,0.0,19.3
2020-01-01,I,Purple,East,0.0,1.19
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,East,0.0,1.0
2020-01-01,T,Red,South,0.0,0.92
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,South,0.0,0.08
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,I,Purple,West,0.0,0.17
2020-01-01,I,Purple,North,0.0,3.22
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,I,Purple,West,0.0,15.46
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,West,0.0,1.33
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,West,0.0,1.08
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,West,0.0,16.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,5.279999999999999
2020-01-01,T,Red,North,0.0,19.91
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,L,Blue,North,0.0,1.0
2020-01-01,L,Blue,South,0.0,2.0
2020-01-01,L,Blue,East,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,I,Purple,West,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,7.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,7.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,8.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,T,Red,West,0.0,8.0
2020-01-01,T,Red,South,0.0,14.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,10.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,6.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,5.92
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,East,0.0,4.79
2020-01-01,T,Red,East,0.0,1.08
2020-01-01,I,Purple,East,0.0,1.19
2020-01-01,I,Purple,North,0.0,0.68
2020-01-01,I,Purple,South,0.0,0.17
2020-01-01,T,Red,South,0.0,19.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,0.83
2020-01-01,I,Purple,East,0.0,42.18
2020-01-01,T,Red,South,0.0,26.92
2020-01-01,T,Red,East,-1.0,-1.0
2020-01-01,I,Purple,East,0.0,3.23
2020-01-01,T,Red,West,0.0,1.47
2020-01-01,T,Red,South,0.0,3.24
2020-01-01,I,Purple,East,0.0,5.94
2020-01-01,I,Purple,East,0.0,6.56
2020-01-01,I,Purple,West,0.0,6.22
2020-01-01,I,Purple,East,0.0,13.91
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,8.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,I,Purple,North,0.0,52.29
2020-01-01,T,Red,North,0.0,6.58
2020-01-01,T,Red,South,0.0,1.4
2020-01-01,T,Red,North,0.0,5.97
2020-01-01,T,Red,East,0.0,5.0
2020-01-01,T,Red,East,0.0,7.92
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.17
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,I,Purple,East,0.0,3.21
2020-01-01,T,Red,South,0.0,5.0
2020-01-01,I,Purple,West,0.0,1.21
2020-01-01,I,Purple,East,0.0,6.27
2020-01-01,I,Purple,West,0.0,4.58
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,West,0.0,1.6
2020-01-01,I,Purple,South,0.0,0.33
2020-01-01,I,Purple,East,0.0,0.0
2020-01-01,I,Purple,East,0.0,9.69
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,7.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,I,Purple,East,0.0,2.3
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,North,0.0,4.0
2020-01-01,I,Purple,South,0.0,1.0
2020-01-01,I,Purple,North,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,North,0.0,7.44
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,I,Purple,East,0.0,0.99
2020-01-01,T,Red,West,0.0,9.629999999999999
2020-01-01,T,Red,North,0.0,5.68
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,5.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,I,Purple,West,0.0,0.33
2020-01-01,T,Red,North,0.0,1.49
2020-01-01,T,Red,East,0.0,2.34
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,0.57
2020-01-01,T,Red,East,0.0,0.08
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,0.0
2020-01-01,T,Red,East,0.0,23.16
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,6.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,26.3
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,8.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,0.0
2020-01-01,T,Red,South,0.0,1.24
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,8.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,3.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,0.08
2020-01-01,T,Red,West,0.0,1.41
2020-01-01,I,Purple,North,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,4.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,North,0.0,2.74
2020-01-01,T,Red,North,0.0,0.16
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,0.0
2020-01-01,I,Purple,West,0.0,2.01
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,13.18
2020-01-01,T,Red,West,0.0,2.74
2020-01-01,T,Red,North,0.0,0.57
2020-01-01,T,Red,North,0.0,6.0
2020-01-01,I,Purple,North,0.0,28.71
2020-01-01,T,Red,East,0.0,7.06
2020-01-01,T,Red,West,0.0,9.75
2020-01-01,T,Red,South,0.0,5.5
2020-01-01,T,Red,North,0.0,3.46
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,2.65
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,I,Purple,West,0.0,3.3
2020-01-01,T,Red,South,0.0,0.5
2020-01-01,T,Red,East,0.0,13.23
2020-01-01,T,Red,West,0.0,4.79
2020-01-01,T,Red,South,0.0,7.4
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,East,0.0,17.37
2020-01-01,T,Red,West,0.0,1.73
2020-01-01,T,Red,North,0.0,8.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,I,Purple,West,0.0,70.14
2020-01-01,I,Purple,North,0.0,2.72
2020-01-01,I,Purple,South,0.0,0.85
2020-01-01,I,Purple,North,0.0,3.88
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,5.0
2020-01-01,T,Red,East,0.0,6.16
2020-01-01,T,Red,East,0.0,2.63
2020-01-01,T,Red,West,0.0,8.7
2020-01-01,T,Red,North,0.0,2.05
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,0.08
2020-01-01,T,Red,West,0.0,0.0
2020-01-01,T,Red,North,0.0,11.0
2020-01-01,T,Red,West,0.0,0.16
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,West,0.0,12.0
2020-01-01,I,Purple,South,0.0,1.84
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,3.0
2020-01-01,T,Red,West,0.0,10.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,West,0.0,7.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,I,Purple,North,0.0,1.02
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,West,0.0,10.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,East,0.0,2.0
2020-01-01,T,Red,East,0.0,6.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,East,0.0,4.0
2020-01-01,T,Red,South,0.0,2.0
2020-01-01,T,Red,West,0.0,10.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,West,0.0,2.0
2020-01-01,I,Purple,North,0.0,3.0
2020-01-01,I,Purple,North,0.0,0.17
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,South,0.0,3.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,South,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,0.08
2020-01-01,T,Red,West,0.0,1.16
2020-01-01,T,Red,East,0.0,0.16
2020-01-01,I,Purple,West,0.0,0.4
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,East,0.0,1.0
2020-01-01,T,Red,North,0.0,1.0
2020-01-01,T,Red,North,0.0,2.0
2020-01-01,I,Purple,East,0.0,4.27
2020-01-01,T,Red,East,0.0,20.0
2020-01-01,T,Red,South,0.0,4.0
2020-01-01,T,Red,West,0.0,1.0
2020-01-01,T,Red,North,0.0,4.0
